"Dzien symulacji: ","1","Liczba roslin: ","99","Liczba zwierzat: ","107","Liczba wolnych pol : ","710","Najpopularniejszy genotyp: ","[3, 1, 1, 0, 3, 5, 1, 1]","Sredni poziom energii zyjacych: ","17,69","Srednia dlugosc zycia martwych: ","0,00"
"Dzien symulacji: ","680","Liczba roslin: ","237","Liczba zwierzat: ","71","Liczba wolnych pol : ","598","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","45,52","Srednia dlugosc zycia martwych: ","42,73"
"Dzien symulacji: ","681","Liczba roslin: ","236","Liczba zwierzat: ","72","Liczba wolnych pol : ","598","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","45,00","Srednia dlugosc zycia martwych: ","42,71"
"Dzien symulacji: ","682","Liczba roslin: ","236","Liczba zwierzat: ","73","Liczba wolnych pol : ","596","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,34","Srednia dlugosc zycia martwych: ","42,71"
"Dzien symulacji: ","683","Liczba roslin: ","239","Liczba zwierzat: ","72","Liczba wolnych pol : ","595","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,51","Srednia dlugosc zycia martwych: ","42,69"
"Dzien symulacji: ","684","Liczba roslin: ","236","Liczba zwierzat: ","74","Liczba wolnych pol : ","601","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,53","Srednia dlugosc zycia martwych: ","42,69"
"Dzien symulacji: ","685","Liczba roslin: ","235","Liczba zwierzat: ","74","Liczba wolnych pol : ","594","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,34","Srednia dlugosc zycia martwych: ","42,85"
"Dzien symulacji: ","686","Liczba roslin: ","231","Liczba zwierzat: ","72","Liczba wolnych pol : ","598","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,82","Srednia dlugosc zycia martwych: ","42,93"
"Dzien symulacji: ","687","Liczba roslin: ","231","Liczba zwierzat: ","70","Liczba wolnych pol : ","603","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","45,94","Srednia dlugosc zycia martwych: ","42,84"
"Dzien symulacji: ","688","Liczba roslin: ","231","Liczba zwierzat: ","68","Liczba wolnych pol : ","605","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","47,03","Srednia dlugosc zycia martwych: ","43,01"
"Dzien symulacji: ","689","Liczba roslin: ","235","Liczba zwierzat: ","69","Liczba wolnych pol : ","602","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","45,64","Srednia dlugosc zycia martwych: ","42,96"
"Dzien symulacji: ","690","Liczba roslin: ","231","Liczba zwierzat: ","69","Liczba wolnych pol : ","603","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,23","Srednia dlugosc zycia martwych: ","42,96"
"Dzien symulacji: ","691","Liczba roslin: ","228","Liczba zwierzat: ","69","Liczba wolnych pol : ","609","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,68","Srednia dlugosc zycia martwych: ","42,95"
"Dzien symulacji: ","692","Liczba roslin: ","228","Liczba zwierzat: ","68","Liczba wolnych pol : ","607","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","47,10","Srednia dlugosc zycia martwych: ","42,90"
"Dzien symulacji: ","693","Liczba roslin: ","223","Liczba zwierzat: ","68","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","47,72","Srednia dlugosc zycia martwych: ","42,86"
"Dzien symulacji: ","694","Liczba roslin: ","224","Liczba zwierzat: ","67","Liczba wolnych pol : ","610","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","48,03","Srednia dlugosc zycia martwych: ","42,86"
"Dzien symulacji: ","695","Liczba roslin: ","222","Liczba zwierzat: ","70","Liczba wolnych pol : ","615","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,26","Srednia dlugosc zycia martwych: ","42,86"
"Dzien symulacji: ","696","Liczba roslin: ","219","Liczba zwierzat: ","69","Liczba wolnych pol : ","612","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","47,38","Srednia dlugosc zycia martwych: ","42,84"
"Dzien symulacji: ","697","Liczba roslin: ","220","Liczba zwierzat: ","69","Liczba wolnych pol : ","614","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","47,25","Srednia dlugosc zycia martwych: ","42,84"
"Dzien symulacji: ","698","Liczba roslin: ","222","Liczba zwierzat: ","69","Liczba wolnych pol : ","610","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,97","Srednia dlugosc zycia martwych: ","42,84"
"Dzien symulacji: ","699","Liczba roslin: ","221","Liczba zwierzat: ","70","Liczba wolnych pol : ","612","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,16","Srednia dlugosc zycia martwych: ","42,84"
"Dzien symulacji: ","700","Liczba roslin: ","217","Liczba zwierzat: ","70","Liczba wolnych pol : ","618","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,83","Srednia dlugosc zycia martwych: ","42,82"
"Dzien symulacji: ","701","Liczba roslin: ","214","Liczba zwierzat: ","70","Liczba wolnych pol : ","619","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","47,11","Srednia dlugosc zycia martwych: ","42,79"
"Dzien symulacji: ","702","Liczba roslin: ","215","Liczba zwierzat: ","69","Liczba wolnych pol : ","618","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","47,52","Srednia dlugosc zycia martwych: ","42,78"
"Dzien symulacji: ","703","Liczba roslin: ","217","Liczba zwierzat: ","70","Liczba wolnych pol : ","618","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,56","Srednia dlugosc zycia martwych: ","42,78"
"Dzien symulacji: ","704","Liczba roslin: ","215","Liczba zwierzat: ","71","Liczba wolnych pol : ","619","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,03","Srednia dlugosc zycia martwych: ","42,78"
"Dzien symulacji: ","705","Liczba roslin: ","214","Liczba zwierzat: ","70","Liczba wolnych pol : ","622","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","46,54","Srednia dlugosc zycia martwych: ","42,78"
"Dzien symulacji: ","706","Liczba roslin: ","213","Liczba zwierzat: ","73","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,59","Srednia dlugosc zycia martwych: ","42,78"
"Dzien symulacji: ","707","Liczba roslin: ","216","Liczba zwierzat: ","74","Liczba wolnych pol : ","620","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,39","Srednia dlugosc zycia martwych: ","42,78"
"Dzien symulacji: ","708","Liczba roslin: ","218","Liczba zwierzat: ","75","Liczba wolnych pol : ","611","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","42,35","Srednia dlugosc zycia martwych: ","42,78"
"Dzien symulacji: ","709","Liczba roslin: ","215","Liczba zwierzat: ","74","Liczba wolnych pol : ","615","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,14","Srednia dlugosc zycia martwych: ","43,39"
"Dzien symulacji: ","710","Liczba roslin: ","212","Liczba zwierzat: ","72","Liczba wolnych pol : ","621","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,72","Srednia dlugosc zycia martwych: ","43,41"
"Dzien symulacji: ","711","Liczba roslin: ","210","Liczba zwierzat: ","72","Liczba wolnych pol : ","621","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,97","Srednia dlugosc zycia martwych: ","43,41"
"Dzien symulacji: ","712","Liczba roslin: ","212","Liczba zwierzat: ","74","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,16","Srednia dlugosc zycia martwych: ","43,41"
"Dzien symulacji: ","713","Liczba roslin: ","211","Liczba zwierzat: ","74","Liczba wolnych pol : ","621","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,24","Srednia dlugosc zycia martwych: ","43,35"
"Dzien symulacji: ","714","Liczba roslin: ","209","Liczba zwierzat: ","74","Liczba wolnych pol : ","622","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,46","Srednia dlugosc zycia martwych: ","43,35"
"Dzien symulacji: ","715","Liczba roslin: ","208","Liczba zwierzat: ","73","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,01","Srednia dlugosc zycia martwych: ","43,30"
"Dzien symulacji: ","716","Liczba roslin: ","207","Liczba zwierzat: ","72","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,75","Srednia dlugosc zycia martwych: ","43,27"
"Dzien symulacji: ","717","Liczba roslin: ","209","Liczba zwierzat: ","72","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","44,44","Srednia dlugosc zycia martwych: ","43,41"
"Dzien symulacji: ","718","Liczba roslin: ","210","Liczba zwierzat: ","73","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,66","Srednia dlugosc zycia martwych: ","43,37"
"Dzien symulacji: ","719","Liczba roslin: ","213","Liczba zwierzat: ","74","Liczba wolnych pol : ","621","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","42,47","Srednia dlugosc zycia martwych: ","43,34"
"Dzien symulacji: ","720","Liczba roslin: ","215","Liczba zwierzat: ","77","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","40,21","Srednia dlugosc zycia martwych: ","43,34"
"Dzien symulacji: ","721","Liczba roslin: ","214","Liczba zwierzat: ","79","Liczba wolnych pol : ","613","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,82","Srednia dlugosc zycia martwych: ","43,34"
"Dzien symulacji: ","722","Liczba roslin: ","218","Liczba zwierzat: ","78","Liczba wolnych pol : ","608","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,71","Srednia dlugosc zycia martwych: ","43,75"
"Dzien symulacji: ","723","Liczba roslin: ","218","Liczba zwierzat: ","78","Liczba wolnych pol : ","611","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,60","Srednia dlugosc zycia martwych: ","43,76"
"Dzien symulacji: ","724","Liczba roslin: ","218","Liczba zwierzat: ","78","Liczba wolnych pol : ","614","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,50","Srednia dlugosc zycia martwych: ","43,73"
"Dzien symulacji: ","725","Liczba roslin: ","215","Liczba zwierzat: ","79","Liczba wolnych pol : ","617","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,28","Srednia dlugosc zycia martwych: ","43,67"
"Dzien symulacji: ","726","Liczba roslin: ","218","Liczba zwierzat: ","80","Liczba wolnych pol : ","613","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","37,30","Srednia dlugosc zycia martwych: ","43,76"
"Dzien symulacji: ","727","Liczba roslin: ","218","Liczba zwierzat: ","78","Liczba wolnych pol : ","610","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,03","Srednia dlugosc zycia martwych: ","43,78"
"Dzien symulacji: ","728","Liczba roslin: ","215","Liczba zwierzat: ","78","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,37","Srednia dlugosc zycia martwych: ","43,75"
"Dzien symulacji: ","729","Liczba roslin: ","215","Liczba zwierzat: ","76","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","39,30","Srednia dlugosc zycia martwych: ","43,68"
"Dzien symulacji: ","730","Liczba roslin: ","216","Liczba zwierzat: ","75","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","39,49","Srednia dlugosc zycia martwych: ","43,65"
"Dzien symulacji: ","731","Liczba roslin: ","213","Liczba zwierzat: ","77","Liczba wolnych pol : ","619","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,77","Srednia dlugosc zycia martwych: ","43,65"
"Dzien symulacji: ","732","Liczba roslin: ","210","Liczba zwierzat: ","74","Liczba wolnych pol : ","620","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","40,55","Srednia dlugosc zycia martwych: ","43,55"
"Dzien symulacji: ","733","Liczba roslin: ","207","Liczba zwierzat: ","73","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","41,48","Srednia dlugosc zycia martwych: ","43,49"
"Dzien symulacji: ","734","Liczba roslin: ","205","Liczba zwierzat: ","74","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","41,00","Srednia dlugosc zycia martwych: ","43,49"
"Dzien symulacji: ","735","Liczba roslin: ","199","Liczba zwierzat: ","74","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","41,76","Srednia dlugosc zycia martwych: ","43,45"
"Dzien symulacji: ","736","Liczba roslin: ","201","Liczba zwierzat: ","72","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","42,47","Srednia dlugosc zycia martwych: ","43,50"
"Dzien symulacji: ","737","Liczba roslin: ","196","Liczba zwierzat: ","72","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","43,00","Srednia dlugosc zycia martwych: ","43,50"
"Dzien symulacji: ","738","Liczba roslin: ","196","Liczba zwierzat: ","73","Liczba wolnych pol : ","636","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","42,23","Srednia dlugosc zycia martwych: ","43,46"
"Dzien symulacji: ","739","Liczba roslin: ","194","Liczba zwierzat: ","76","Liczba wolnych pol : ","639","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","40,49","Srednia dlugosc zycia martwych: ","43,46"
"Dzien symulacji: ","740","Liczba roslin: ","194","Liczba zwierzat: ","79","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,84","Srednia dlugosc zycia martwych: ","43,48"
"Dzien symulacji: ","741","Liczba roslin: ","193","Liczba zwierzat: ","79","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","38,85","Srednia dlugosc zycia martwych: ","43,47"
"Dzien symulacji: ","742","Liczba roslin: ","195","Liczba zwierzat: ","81","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","37,51","Srednia dlugosc zycia martwych: ","43,47"
"Dzien symulacji: ","743","Liczba roslin: ","195","Liczba zwierzat: ","83","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","36,33","Srednia dlugosc zycia martwych: ","43,50"
"Dzien symulacji: ","744","Liczba roslin: ","194","Liczba zwierzat: ","84","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","35,85","Srednia dlugosc zycia martwych: ","43,48"
"Dzien symulacji: ","745","Liczba roslin: ","193","Liczba zwierzat: ","85","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","35,25","Srednia dlugosc zycia martwych: ","43,53"
"Dzien symulacji: ","746","Liczba roslin: ","193","Liczba zwierzat: ","82","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","36,15","Srednia dlugosc zycia martwych: ","43,57"
"Dzien symulacji: ","747","Liczba roslin: ","191","Liczba zwierzat: ","84","Liczba wolnych pol : ","635","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","35,12","Srednia dlugosc zycia martwych: ","43,57"
"Dzien symulacji: ","748","Liczba roslin: ","193","Liczba zwierzat: ","84","Liczba wolnych pol : ","629","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","34,69","Srednia dlugosc zycia martwych: ","43,52"
"Dzien symulacji: ","749","Liczba roslin: ","189","Liczba zwierzat: ","85","Liczba wolnych pol : ","636","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","34,46","Srednia dlugosc zycia martwych: ","43,45"
"Dzien symulacji: ","750","Liczba roslin: ","187","Liczba zwierzat: ","85","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","34,40","Srednia dlugosc zycia martwych: ","43,36"
"Dzien symulacji: ","751","Liczba roslin: ","185","Liczba zwierzat: ","86","Liczba wolnych pol : ","642","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","34,05","Srednia dlugosc zycia martwych: ","43,26"
"Dzien symulacji: ","752","Liczba roslin: ","181","Liczba zwierzat: ","87","Liczba wolnych pol : ","639","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","33,92","Srednia dlugosc zycia martwych: ","43,26"
"Dzien symulacji: ","753","Liczba roslin: ","180","Liczba zwierzat: ","87","Liczba wolnych pol : ","640","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","33,61","Srednia dlugosc zycia martwych: ","43,31"
"Dzien symulacji: ","754","Liczba roslin: ","180","Liczba zwierzat: ","86","Liczba wolnych pol : ","639","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","33,81","Srednia dlugosc zycia martwych: ","43,35"
"Dzien symulacji: ","755","Liczba roslin: ","178","Liczba zwierzat: ","86","Liczba wolnych pol : ","642","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","33,86","Srednia dlugosc zycia martwych: ","43,33"
"Dzien symulacji: ","756","Liczba roslin: ","178","Liczba zwierzat: ","88","Liczba wolnych pol : ","644","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","32,66","Srednia dlugosc zycia martwych: ","43,33"
"Dzien symulacji: ","757","Liczba roslin: ","177","Liczba zwierzat: ","87","Liczba wolnych pol : ","644","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","32,72","Srednia dlugosc zycia martwych: ","43,34"
"Dzien symulacji: ","758","Liczba roslin: ","175","Liczba zwierzat: ","86","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","32,92","Srednia dlugosc zycia martwych: ","43,27"
"Dzien symulacji: ","759","Liczba roslin: ","174","Liczba zwierzat: ","85","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","33,24","Srednia dlugosc zycia martwych: ","43,44"
"Dzien symulacji: ","760","Liczba roslin: ","173","Liczba zwierzat: ","84","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","33,58","Srednia dlugosc zycia martwych: ","43,41"
"Dzien symulacji: ","761","Liczba roslin: ","174","Liczba zwierzat: ","81","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","34,44","Srednia dlugosc zycia martwych: ","43,59"
"Dzien symulacji: ","762","Liczba roslin: ","170","Liczba zwierzat: ","80","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","35,00","Srednia dlugosc zycia martwych: ","43,55"
"Dzien symulacji: ","763","Liczba roslin: ","170","Liczba zwierzat: ","78","Liczba wolnych pol : ","658","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","35,67","Srednia dlugosc zycia martwych: ","43,47"
"Dzien symulacji: ","764","Liczba roslin: ","170","Liczba zwierzat: ","76","Liczba wolnych pol : ","660","Najpopularniejszy genotyp: ","[1, 7, 2, 1, 2, 5, 0, 0]","Sredni poziom energii zyjacych: ","36,53","Srednia dlugosc zycia martwych: ","43,43"
"Dzien symulacji: ","765","Liczba roslin: ","168","Liczba zwierzat: ","75","Liczba wolnych pol : ","663","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","36,95","Srednia dlugosc zycia martwych: ","43,33"
"Dzien symulacji: ","766","Liczba roslin: ","169","Liczba zwierzat: ","76","Liczba wolnych pol : ","663","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","35,99","Srednia dlugosc zycia martwych: ","43,29"
"Dzien symulacji: ","767","Liczba roslin: ","168","Liczba zwierzat: ","76","Liczba wolnych pol : ","664","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","35,99","Srednia dlugosc zycia martwych: ","43,23"
"Dzien symulacji: ","768","Liczba roslin: ","168","Liczba zwierzat: ","78","Liczba wolnych pol : ","663","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","34,83","Srednia dlugosc zycia martwych: ","43,23"
"Dzien symulacji: ","769","Liczba roslin: ","167","Liczba zwierzat: ","77","Liczba wolnych pol : ","667","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","35,34","Srednia dlugosc zycia martwych: ","43,15"
"Dzien symulacji: ","770","Liczba roslin: ","173","Liczba zwierzat: ","79","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","33,57","Srednia dlugosc zycia martwych: ","43,15"
"Dzien symulacji: ","771","Liczba roslin: ","171","Liczba zwierzat: ","78","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","33,90","Srednia dlugosc zycia martwych: ","43,10"
"Dzien symulacji: ","772","Liczba roslin: ","177","Liczba zwierzat: ","80","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","32,08","Srednia dlugosc zycia martwych: ","43,09"
"Dzien symulacji: ","773","Liczba roslin: ","179","Liczba zwierzat: ","80","Liczba wolnych pol : ","646","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","31,58","Srednia dlugosc zycia martwych: ","43,36"
"Dzien symulacji: ","774","Liczba roslin: ","175","Liczba zwierzat: ","83","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","30,76","Srednia dlugosc zycia martwych: ","43,44"
"Dzien symulacji: ","775","Liczba roslin: ","176","Liczba zwierzat: ","83","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","30,36","Srednia dlugosc zycia martwych: ","43,49"
"Dzien symulacji: ","776","Liczba roslin: ","171","Liczba zwierzat: ","80","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","31,88","Srednia dlugosc zycia martwych: ","43,44"
"Dzien symulacji: ","777","Liczba roslin: ","170","Liczba zwierzat: ","85","Liczba wolnych pol : ","663","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,82","Srednia dlugosc zycia martwych: ","43,41"
"Dzien symulacji: ","778","Liczba roslin: ","173","Liczba zwierzat: ","84","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[4, 3, 0, 3, 3, 7, 4, 0]","Sredni poziom energii zyjacych: ","29,42","Srednia dlugosc zycia martwych: ","43,35"
